0.0,0.0
0.0214,2676.8985
0.0342,2693.5271
0.047,2700.2209
0.0597,2706.8463
0.0725,2713.4412
0.0853,2720.0058
0.0981,2726.5401
0.1108,2733.0441
0.1236,2739.5177
0.1364,2745.9611
0.1492,2752.374
0.1619,2758.7566
0.1747,2765.1088
0.1875,2771.4306
0.2003,2777.722
0.2131,2783.983
0.2258,2790.2136
0.2386,2796.4137
0.2514,2802.5834
0.2642,2808.7226
0.277,2814.8313
0.2897,2820.9096
0.3025,2826.9573
0.3153,2832.9746
0.3281,2838.9613
0.3409,2844.9175
0.3537,2850.8431
0.3664,2856.7382
0.3792,2862.6028
0.392,2868.4368
0.4048,2874.2401
0.4176,2880.0129
0.4304,2885.7551
0.4431,2891.4667
0.4559,2897.1476
0.4687,2902.798
0.4815,2908.4176
0.4943,2914.0067
0.5071,2919.565
0.5199,2925.0927
0.5326,2930.5897
0.5454,2936.0561
0.5582,2941.4917
0.571,2946.8966
0.5838,2952.2708
0.5966,2957.6143
0.6094,2962.9271
0.6222,2968.2091
0.635,2973.4603
0.6477,2978.6809
0.6605,2983.8706
0.6733,2989.0295
0.6861,2994.1577
0.6989,2999.2551
0.7117,3004.3217
0.7245,3009.3575
0.7373,3014.3624
0.7501,3019.3366
0.7629,3024.2799
0.7757,3029.1924
0.7884,3034.074
0.8012,3038.9248
0.814,3043.7447
0.8268,3048.5337
0.8396,3053.2919
0.8524,3058.0192
0.8652,3062.7156
0.878,3067.3811
0.8908,3072.0157
0.9036,3076.619
0.9164,3081.191
0.9292,3085.7315
0.942,3090.2407
0.9548,3094.7184
0.9676,3099.1648
0.9804,3103.5798
0.9932,3107.9634
1.006,3112.3157
1.0188,3116.6366
1.0315,3120.9261
1.0443,3125.1843
1.0571,3129.4111
1.0699,3133.6066
1.0827,3137.7707
1.0955,3141.9035
1.1083,3146.0049
1.1211,3150.075
1.1339,3154.1138
1.1467,3158.1212
1.1595,3162.0973
1.1723,3166.0421
1.1851,3169.9556
1.1979,3173.8377
1.2107,3177.6885
1.2235,3181.5081
1.2363,3185.2963
1.2491,3189.0532
1.2619,3192.7788
1.2747,3196.4731
1.2875,3200.1362
1.3003,3203.7679
1.3131,3207.3684
1.3259,3210.9375
1.3387,3214.4754
1.3515,3217.982
1.3643,3221.4573
1.3771,3224.9014
1.3899,3228.3142
1.4027,3231.6957
1.4155,3235.046
1.4283,3238.365
1.4411,3241.6527
1.4539,3244.9092
1.4667,3248.1344
1.4795,3251.3284
1.4923,3254.4911
1.5052,3257.6226
1.518,3260.7229
1.5308,3263.7919
1.5436,3266.8296
1.5564,3269.8362
1.5692,3272.8115
1.582,3275.7555
1.5948,3278.6684
1.6076,3281.55
1.6204,3284.4004
1.6332,3287.2196
1.646,3290.0076
1.6588,3292.7643
1.6716,3295.4899
1.6844,3298.1842
1.6972,3300.8473
1.71,3303.4792
1.7228,3306.0799
1.7356,3308.6494
1.7484,3311.1878
1.7612,3313.6949
1.774,3316.1708
1.7869,3318.6155
1.7997,3321.0291
1.8125,3323.4114
1.8253,3325.7626
1.8381,3328.0825
1.8509,3330.3713
1.8637,3332.6289
1.8765,3334.8554
1.8893,3337.0506
1.9021,3339.2147
1.9149,3341.3476
1.9277,3343.4493
1.9405,3345.5199
1.9533,3347.5593
1.9661,3349.5675
1.979,3351.5446
1.9918,3353.4905
2.0046,3355.4052
2.0174,3357.2888
2.0302,3359.1412
2.043,3360.9625
2.0558,3362.7526
2.0686,3364.5115
2.0814,3366.2393
2.0942,3367.936
2.107,3369.6015
2.1198,3371.2358
2.1326,3372.839
2.1455,3374.4111
2.1583,3375.952
2.1711,3377.4617
2.1839,3378.9404
2.1967,3380.3878
2.2095,3381.8042
2.2223,3383.1894
2.2351,3384.5435
2.2479,3385.8664
2.2607,3387.1582
2.2735,3388.4189
2.2864,3389.6484
2.2992,3390.8468
2.312,3392.0141
2.3248,3393.1502
2.3376,3394.2552
2.3504,3395.3291
2.3632,3396.3718
2.376,3397.3835
2.3888,3398.364
2.4016,3399.3133
2.4144,3400.2316
2.4273,3401.1187
2.4401,3401.9747
2.4529,3402.7996
2.4657,3403.5934
2.4785,3404.356
2.4913,3405.0875
2.5041,3405.7879
2.5169,3406.4572
2.5297,3407.0954
2.5425,3407.7024
2.5554,3408.2784
2.5682,3408.8232
2.581,3409.3369
2.5938,3409.8195
2.6066,3410.2709
2.6194,3410.6913
2.6322,3411.0805
2.645,3411.4387
2.6578,3411.7657
2.6706,3412.0616
2.6835,3412.3264
