0,0
0.0214,1616.9005
0.0341,1676.9105
0.0468,1682.9151
0.0596,1687.1061
0.0723,1691.2144
0.085,1695.3014
0.0978,1699.3695
0.1105,1703.4184
0.1233,1707.4482
0.1361,1711.4589
0.1488,1715.4507
0.1616,1719.4237
0.1744,1723.378
0.1871,1727.3138
0.1999,1731.2312
0.2127,1735.1302
0.2254,1738.9912
0.2382,1742.854
0.251,1746.7186
0.2637,1750.5851
0.2765,1754.4334
0.2893,1758.2635
0.302,1762.0755
0.3148,1765.8694
0.3276,1769.6454
0.3403,1773.4036
0.3531,1777.1439
0.3659,1780.8665
0.3786,1784.5715
0.3914,1788.2588
0.4042,1791.9287
0.4169,1795.5811
0.4297,1799.2162
0.4425,1802.8339
0.4552,1806.4344
0.468,1810.0177
0.4808,1813.5839
0.4935,1817.1332
0.5063,1820.6656
0.5191,1824.1812
0.5318,1827.68
0.5446,1831.1622
0.5574,1834.6277
0.5701,1838.0766
0.5829,1841.509
0.5957,1844.9249
0.6084,1848.3243
0.6212,1851.7073
0.634,1855.074
0.6467,1858.4244
0.6595,1861.7586
0.6723,1865.0766
0.685,1868.3785
0.6978,1871.6644
0.7106,1874.9343
0.7233,1878.1882
0.7361,1881.4262
0.7489,1884.6484
0.7616,1887.8548
0.7744,1891.0455
0.7872,1894.2205
0.7999,1897.38
0.8127,1900.5238
0.8255,1903.6521
0.8382,1906.765
0.851,1909.8624
0.8638,1912.9444
0.8765,1916.0112
0.8893,1919.0626
0.9021,1922.0988
0.9148,1925.12
0.9276,1928.1261
0.9404,1931.1174
0.9531,1934.0938
0.9659,1937.0556
0.9787,1940.0028
0.9914,1942.9355
1.0042,1945.8538
1.017,1948.7577
1.0297,1951.6473
1.0425,1954.5227
1.0553,1957.3839
1.068,1960.231
1.0808,1963.0641
1.0936,1965.8833
1.1063,1968.6885
1.1191,1971.48
1.1319,1974.2577
1.1446,1977.0217
1.1574,1979.772
1.1702,1982.5087
1.1829,1985.2319
1.1957,1987.9416
1.2085,1990.6379
1.2212,1993.3208
1.234,1995.9904
1.2468,1998.6468
1.2595,2001.2899
1.2723,2003.92
1.2851,2006.537
1.2978,2009.141
1.3106,2011.7321
1.3234,2014.3104
1.3361,2016.8759
1.3489,2019.4287
1.3617,2021.9688
1.3744,2024.4963
1.3872,2027.0113
1.4,2029.5138
1.4127,2031.9961
1.4255,2034.4604
1.4383,2036.9108
1.451,2039.3475
1.4638,2041.7706
1.4766,2044.1801
1.4893,2046.5762
1.5021,2048.9589
1.5149,2051.3283
1.5276,2053.6845
1.5404,2056.0276
1.5532,2058.3575
1.5659,2060.6744
1.5787,2062.9784
1.5915,2065.2694
1.6042,2067.5475
1.617,2069.8127
1.6298,2072.0652
1.6425,2074.305
1.6553,2076.5321
1.6681,2078.7466
1.6808,2080.9486
1.6936,2083.1381
1.7064,2085.3151
1.7191,2087.48
1.7319,2089.6324
1.7447,2091.7725
1.7574,2093.9
1.7702,2096.0152
1.783,2098.118
1.7957,2100.2085
1.8085,2102.2867
1.8213,2104.3526
1.834,2106.4063
1.8468,2108.4478
1.8596,2110.4771
1.8723,2112.4943
1.8851,2114.4993
1.8979,2116.4921
1.9106,2118.4729
1.9234,2120.4416
1.9362,2122.3982
1.9489,2124.3427
1.9617,2126.2751
1.9745,2128.1955
1.9872,2130.1039
2.0,2131.999
2.0127,2133.8863
2.0255,2135.7619
2.0383,2137.6258
2.051,2139.478
2.0638,2141.3184
2.0766,2143.1471
2.0893,2144.9642
2.1021,2146.7722
2.1149,2148.5684
2.1276,2150.3541
2.1404,2152.1287
2.1532,2153.892
2.1659,2155.6445
2.1787,2157.3862
2.1915,2159.1172
2.2042,2160.8377
2.217,2162.5476
2.2298,2164.2468
2.2425,2165.9356
2.2553,2167.6138
2.2681,2169.2817
2.2808,2170.9392
2.2936,2172.5864
2.3064,2174.2234
2.3191,2175.8502
2.3319,2177.4668
2.3447,2179.0734
2.3574,2180.6698
2.3702,2182.2562
2.383,2183.8326
2.3957,2185.399
2.4085,2186.9554
2.4213,2188.5019
2.434,2190.0384
2.4468,2191.5649
2.4596,2193.0815
2.4723,2194.5882
2.4851,2196.0851
2.4979,2197.5721
2.5106,2199.0494
2.5234,2200.5168
2.5362,2201.9744
2.5489,2203.4223
2.5617,2204.8604
2.5745,2206.2887
2.5872,2207.7073
2.6,2209.1162
2.6127,2210.5153
2.6255,2211.9048
2.6383,2213.2845
2.651,2214.6546
2.6638,2216.015
2.6766,2217.3658
2.6893,2218.707
2.7021,2220.0385
2.7149,2221.3604
2.7276,2222.6727
2.7404,2223.9754
2.7532,2225.2684
2.7659,2226.5519
2.7787,2227.8257
2.7915,2229.0899
2.8042,2230.3446
2.817,2231.5896
2.8298,2232.8251
2.8425,2234.051
2.8553,2235.2673
2.8681,2236.4741
2.8808,2237.6713
2.8936,2238.8589
2.9064,2240.037
2.9191,2241.2056
2.9319,2242.3646
2.9447,2243.5141
2.9574,2244.654
2.9702,2245.7844
2.983,2246.9053
2.9957,2248.0166
3.0085,2249.1184
3.0213,2250.2107
3.034,2251.2936
3.0468,2252.367
3.0596,2253.431
3.0723,2254.4856
3.0851,2255.5307
3.0979,2256.5664
3.1106,2257.5927
3.1234,2258.6096
3.1362,2259.6171
3.1489,2260.6152
3.1617,2261.6039
3.1745,2262.5831
3.1872,2263.553
3.2,2264.5134
3.2127,2265.4645
3.2255,2266.4062
3.2383,2267.3385
3.251,2268.2616
3.2638,2269.1752
3.2766,2270.0795
3.2893,2270.9744
3.3021,2271.8599
3.3149,2272.7361
3.3257,2114.5846
3.3385,2113.7315
3.3512,2112.8587
3.364,2111.966
3.3768,2111.0536
3.3895,2110.1214
3.4023,2109.1694
